filename, language, Markdown, Python, comment, blank, total
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\Basic Algorithms\BFS.py, Python, 0, 51, 17, 26, 94
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\Basic Algorithms\BST-Delete.py, Python, 0, 65, 31, 29, 125
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\Basic Algorithms\Binary Search\BinarySearchRecursive.py, Python, 0, 13, 79, 32, 124
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\Basic Algorithms\CC\DFS.py, Python, 0, 14, 9, 8, 31
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\Basic Algorithms\CC\connectedComponents.py, Python, 0, 144, 38, 42, 224
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\Basic Algorithms\CC\uinionFind.py, Python, 0, 23, 2, 12, 37
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\Basic Algorithms\DFS.py, Python, 0, 51, 14, 23, 88
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\Basic Algorithms\Sorting\Merge.py, Python, 0, 19, 34, 8, 61
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\Basic Algorithms\Sorting\MergeSort.py, Python, 0, 27, 108, 18, 153
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\Basic Algorithms\Sorting\QuickSort.py, Python, 0, 21, 32, 7, 60
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\Basic Algorithms\Sorting\insertionSort.py, Python, 0, 8, 3, 4, 15
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\Basic Algorithms\Traversals.py, Python, 0, 72, 23, 30, 125
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\Basic Algorithms\directedCycle\DFS.py, Python, 0, 47, 10, 22, 79
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\Basic Algorithms\directedCycle\khans.py, Python, 0, 19, 9, 9, 37
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\Basic Algorithms\sink.py, Python, 0, 14, 3, 5, 22
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\Basic Algorithms\topSort\dfs.py, Python, 0, 36, 7, 18, 61
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\Basic Algorithms\topSort\khans.py, Python, 0, 20, 10, 14, 44
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\Basic Algorithms\undirectedCycle\DFS.py, Python, 0, 19, 4, 10, 33
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\Basic Algorithms\undirectedCycle\PrinitngActualCycle.py, Python, 0, 34, 1, 8, 43
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\Basic Algorithms\undirectedCycle\UnionFind.py, Python, 0, 23, 3, 10, 36
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\BitShifting\addTwoIntegers.py, Python, 0, 11, 0, 1, 12
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Backtracking\NQueens.py, Python, 0, 33, 60, 24, 117
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Backtracking\PartitionEqualSubsetSum.py, Python, 0, 53, 16, 49, 118
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Backtracking\PartitionToKEqualSumSubsets.py, Python, 0, 16, 18, 14, 48
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Backtracking\RestoreIPAddresses.py, Python, 0, 46, 12, 38, 96
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Backtracking\SudokuSolver.py, Python, 0, 35, 11, 19, 65
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Backtracking\combinationSum.py, Python, 0, 10, 5, 7, 22
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Backtracking\generateParenthesis.py, Python, 0, 13, 2, 6, 21
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Backtracking\letterCombinationsOfPhoneNumbers.py, Python, 0, 19, 2, 10, 31
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Backtracking\palindromePartitioning.py, Python, 0, 22, 0, 9, 31
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Backtracking\permutations.py, Python, 0, 34, 6, 18, 58
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Cycles and CC\FriendCircles.py, Python, 0, 14, 8, 5, 27
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\DFS in a Matrix\LongestIncreasingPath.py, Python, 0, 83, 18, 41, 142
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\DFS in a Matrix\NumberOfislands.py, Python, 0, 57, 17, 45, 119
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\DFS in a Matrix\PacificAtlanticWaterflow.py, Python, 0, 111, 54, 47, 212
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\DFS in a Matrix\wordSearch.py, Python, 0, 63, 30, 34, 127
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\TopSort\AlienDictionary.py, Python, 0, 53, 22, 28, 103
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\TopSort\courseSchedule.py, Python, 0, 67, 21, 46, 134
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Traversal\BinaryTreeLevelOrderTraversal.py, Python, 0, 49, 24, 22, 95
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Traversal\ConstructBinaryTreeFromPreorderAndInorderTraversal.py, Python, 0, 30, 9, 17, 56
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Traversal\SerializeAndDeserializeBinaryTree.py, Python, 0, 43, 28, 30, 101
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Traversal\ValidateBinarySearchTree.py, Python, 0, 43, 14, 28, 85
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Tree\BinaryTreeMaximumSumPath.py, Python, 0, 12, 5, 9, 26
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Tree\GraphValidTree.py, Python, 0, 36, 6, 19, 61
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Tree\InvertBinaryTree.py, Python, 0, 19, 17, 15, 51
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Tree\MaximumDepthOfBinaryTree.py, Python, 0, 32, 1, 4, 37
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Tree\SameTree.py, Python, 0, 35, 9, 26, 70
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Tree\SubtreeOfAnotherTree.py, Python, 0, 31, 10, 15, 56
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Tree\cloneGraph.py, Python, 0, 105, 13, 28, 146
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\CC Graph Cycle Traversals\Tree\lowestCommonAncestor.py, Python, 0, 47, 12, 31, 90
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\DecodeWays.py, Python, 0, 39, 12, 32, 83
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\EditDistance.py, Python, 0, 28, 9, 24, 61
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\HouseRobber.py, Python, 0, 49, 15, 23, 87
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\Knapsack\KnapSackTopDown.py, Python, 0, 13, 27, 19, 59
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\Knapsack\KnapSackbruteForce.py, Python, 0, 14, 6, 11, 31
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\Knapsack\KnapsackBottumUp.py, Python, 0, 27, 49, 34, 110
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\LongestCommonSubsequence.py, Python, 0, 19, 4, 14, 37
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\LongestIncreasingSubsequence.py, Python, 0, 27, 41, 30, 98
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\MaximizeProfitInJobScheduling.py, Python, 0, 35, 0, 15, 50
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\Rectangles\LargestRectangleInHistogram.py, Python, 0, 22, 9, 14, 45
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\Rectangles\MaxSumInRectangleNoLargerThanK.py, Python, 0, 82, 146, 70, 298
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\UniqueBinarySearchTrees.py, Python, 0, 8, 25, 5, 38
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\UniquePaths.py, Python, 0, 47, 19, 33, 99
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\climbingStairs.py, Python, 0, 49, 13, 26, 88
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\coinChange.py, Python, 0, 44, 9, 27, 80
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\coinChange2.py, Python, 0, 32, 30, 35, 97
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\eggDrop.py, Python, 0, 81, 85, 73, 239
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\eraseOverlappingIntervals.py, Python, 0, 37, 11, 4, 52
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\fib.py, Python, 0, 29, 0, 6, 35
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\houseRobber2.py, Python, 0, 65, 10, 37, 112
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\jumpGame.py, Python, 0, 42, 16, 42, 100
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\knapsack.py, Python, 0, 0, 0, 1, 1
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\maximumProfitInJobScheduling.py, Python, 0, 15, 10, 10, 35
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\rangeSumQueryImmutable.py, Python, 0, 0, 0, 1, 1
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Dynamic Programming\uniquePaths2.py, Python, 0, 23, 13, 9, 45
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Greedy, Heap, Intervals\InsertInterval.py, Python, 0, 29, 21, 26, 76
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Greedy, Heap, Intervals\MeetingRooms2.py, Python, 0, 37, 15, 19, 71
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Greedy, Heap, Intervals\MergeIntervals.py, Python, 0, 22, 6, 7, 35
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Greedy, Heap, Intervals\MinimizingLateness.py, Python, 0, 14, 2, 8, 24
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Greedy, Heap, Intervals\Non-OverlappingIntervals.py, Python, 0, 22, 17, 18, 57
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Greedy, Heap, Intervals\maximum-length-of-pair-chain.py, Python, 0, 8, 5, 3, 16
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Greedy, Heap, Intervals\meetingRooms.py, Python, 0, 6, 1, 4, 11
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\LinkedList\LinkedListCycle.py, Python, 0, 20, 5, 9, 34
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\LinkedList\LinkedListCycle2.py, Python, 0, 11, 1, 4, 16
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\LinkedList\MergeKSortedLists.py, Python, 0, 65, 23, 26, 114
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\LinkedList\MergeTwoSortedLists.py, Python, 0, 30, 33, 14, 77
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\LinkedList\RemoveNthNodeFromEndOfList.py, Python, 0, 40, 15, 19, 74
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\LinkedList\SwapNodesInPairs.py, Python, 0, 36, 15, 17, 68
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\LinkedList\reverseLinkedList.py, Python, 0, 42, 25, 38, 105
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Matrix\RotateImage.py, Python, 0, 8, 2, 4, 14
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Matrix\setMatrixZeros.py, Python, 0, 32, 21, 21, 74
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Mergesort, Divvide and Conq, Merge K things\FindMinimumInRotatedSortedArray.py, Python, 0, 27, 63, 29, 119
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Mergesort, Divvide and Conq, Merge K things\SearchInRotatedSortedArray.py, Python, 0, 91, 51, 52, 194
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\NotLeetcode\LongestCommonPrefix.py, Python, 0, 6, 0, 0, 6
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\NotLeetcode\ReverseString.py, Python, 0, 33, 8, 9, 50
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\NotLeetcode\Unique.py, Python, 0, 13, 2, 3, 18
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\NotLeetcode\findmedianFromDataStream.py, Python, 0, 14, 24, 15, 53
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\NotLeetcode\firstNonRepeatingChar.py, Python, 0, 14, 2, 7, 23
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\NotLeetcode\firstRepeating.py, Python, 0, 11, 0, 1, 12
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\NotLeetcode\longestRepeatingcharacterReplacement.py, Python, 0, 29, 11, 3, 43
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\NotLeetcode\minimumWindowSubstring.py, Python, 0, 56, 62, 17, 135
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Sliding Window, 2 ptr, array\Array\BestTimeToBuyAndSellStock.py, Python, 0, 22, 11, 15, 48
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Sliding Window, 2 ptr, array\Array\ContainsDuplicates.py, Python, 0, 0, 0, 1, 1
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Sliding Window, 2 ptr, array\Array\MaximumProductSubArray.py, Python, 0, 6, 3, 7, 16
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Sliding Window, 2 ptr, array\Array\MaximumSubArray.py, Python, 0, 36, 15, 27, 78
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Sliding Window, 2 ptr, array\Array\missingnumber.py, Python, 0, 13, 6, 5, 24
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Sliding Window, 2 ptr, array\Array\nextPermutation.py, Python, 0, 22, 36, 15, 73
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Sliding Window, 2 ptr, array\Array\twoSum.py, Python, 0, 7, 3, 4, 14
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Sliding Window, 2 ptr, array\Sliding Window\3sum.py, Python, 0, 72, 25, 36, 133
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Sliding Window, 2 ptr, array\Sliding Window\FruitBasket.py, Python, 0, 13, 1, 6, 20
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Sliding Window, 2 ptr, array\Sliding Window\MaximumSubarrayOfSizeK.py, Python, 0, 14, 4, 12, 30
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Sliding Window, 2 ptr, array\Sliding Window\dietPlanPerformance.py, Python, 0, 13, 4, 10, 27
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Sliding Window, 2 ptr, array\Sliding Window\longestSubstringWithAtMostKDistinctCharacters.py, Python, 0, 16, 3, 3, 22
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Sliding Window, 2 ptr, array\Sliding Window\minimumSizeSubarraySum.py, Python, 0, 12, 1, 8, 21
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Sliding Window, 2 ptr, array\Sliding Window\slidingWindowMaximum.py, Python, 0, 18, 17, 15, 50
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Sliding Window, 2 ptr, array\Two Ptr\ContainerWithTheMostWater.py, Python, 0, 16, 4, 9, 29
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Sliding Window, 2 ptr, array\Two Ptr\ProductOfArrayExceptSelf.py, Python, 0, 48, 41, 33, 122
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\Sliding Window, 2 ptr, array\Two Ptr\TrappingRainWater.py, Python, 0, 55, 26, 29, 110
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\String Parenthesis Trie Stack\EncodeAndDecodeStrings.py, Python, 0, 9, 9, 3, 21
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\String Parenthesis Trie Stack\Tries\AddAndSearchWordDataStructure.py, Python, 0, 26, 39, 16, 81
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\String Parenthesis Trie Stack\Tries\ImplementTrie.py, Python, 0, 34, 5, 12, 51
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\String Parenthesis Trie Stack\Tries\MapSum.py, Python, 0, 25, 31, 31, 87
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\String Parenthesis Trie Stack\Tries\wordSearch2.py, Python, 0, 69, 13, 32, 114
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\String Parenthesis Trie Stack\WordBreak.py, Python, 0, 29, 34, 38, 101
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\String Parenthesis Trie Stack\groupAnagrams.py, Python, 0, 16, 9, 14, 39
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\String Parenthesis Trie Stack\longestSubstringWithoutRepeatingChars.py, Python, 0, 26, 14, 16, 56
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\String Parenthesis Trie Stack\validAnagram.py, Python, 0, 47, 2, 14, 63
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\String Parenthesis Trie Stack\validPalindrome.py, Python, 0, 31, 1, 15, 47
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\String Parenthesis Trie Stack\validPalindrome2.py, Python, 0, 24, 0, 15, 39
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\LEETCODELEETCODE\String Parenthesis Trie Stack\validParenthesis.py, Python, 0, 11, 3, 3, 17
c:\Users\44jor\Dropbox\Code\PlayGround - Python\CODE\README.md, Markdown, 1, 0, 0, 1, 2
Total, -, 1, 4215, 2236, 2433, 8885